19845	4792
19845	11164
19845	28181
19845	7216
19845	9330
19845	23311
19845	15961
19845	18831
19845	20793
28245	19845
19945	19845
9995	19845
18342	19845
19845	11489
19845	29559
19845	6888
19845	8295
19845	18651
19845	9017
19845	912
19845	22452
19845	28097
19845	12130
19845	1289
19845	16708
19845	27254
8581	11671
8581	21207
8581	18867
8581	19059
8581	23333
2729	11671
30157	11671
15081	11671
1382	11671
24255	11671
24869	11671
2729	21207
30157	21207
15081	21207
1382	21207
24255	21207
24869	21207
2729	18867
30157	18867
15081	18867
1382	18867
24255	18867
24869	18867
2729	19059
30157	19059
15081	19059
1382	19059
24255	19059
24869	19059
2729	23333
30157	23333
15081	23333
1382	23333
24255	23333
24869	23333
15229	11671
25272	11671
9374	11671
22640	11671
15229	21207
25272	21207
9374	21207
22640	21207
15229	18867
25272	18867
9374	18867
22640	18867
15229	19059
25272	19059
9374	19059
22640	19059
15229	23333
25272	23333
9374	23333
22640	23333
11899	11671
11899	21207
11899	18867
11899	19059
11899	23333
7883	11671
7883	21207
7883	18867
7883	19059
7883	23333
13108	13848
28430	13848
1011	13848
13108	16779
28430	16779
1011	16779
13108	9639
28430	9639
1011	9639
21735	13108
25035	13108
21735	28430
25035	28430
21735	1011
25035	1011
16345	13108
16345	28430
16345	1011
5639	13108
5639	28430
5639	1011
26261	13108
26261	28430
26261	1011
20619	13108
7822	13108
3621	13108
20619	28430
7822	28430
3621	28430
20619	1011
7822	1011
3621	1011
13108	19485
28430	19485
1011	19485
13108	13998
28430	13998
1011	13998
13108	21633
28430	21633
1011	21633
13108	4013
28430	4013
1011	4013
13108	24527
28430	24527
1011	24527
997	13848
23248	13848
997	16779
23248	16779
997	9639
23248	9639
13848	17898
16779	17898
9639	17898
13848	29634
16779	29634
9639	29634
16345	13848
16345	16779
16345	9639
20619	13848
7822	13848
3621	13848
20619	16779
7822	16779
3621	16779
20619	9639
7822	9639
3621	9639
20182	13848
28727	13848
10274	13848
8116	13848
26218	13848
20182	16779
28727	16779
10274	16779
8116	16779
26218	16779
20182	9639
28727	9639
10274	9639
8116	9639
26218	9639
12580	101
20484	101
22796	101
9691	101
12580	18339
20484	18339
22796	18339
9691	18339
12580	17928
20484	17928
22796	17928
9691	17928
12580	16829
20484	16829
22796	16829
9691	16829
12039	21360
11253	21360
4056	21360
548	21360
12039	20542
11253	20542
4056	20542
548	20542
26895	21360
4937	21360
26895	20542
4937	20542
21360	101
20542	101
21360	14882
20542	14882
21360	18339
20542	18339
21360	17928
20542	17928
21360	16829
20542	16829
26723	21360
21637	21360
20054	21360
21683	21360
22589	21360
7391	21360
30137	21360
26723	20542
21637	20542
20054	20542
21683	20542
22589	20542
7391	20542
30137	20542
21360	3967
20542	3967
21360	8150
20542	8150
21360	6949
20542	6949
21360	17566
20542	17566
21360	16154
20542	16154
21360	8182
20542	8182
21360	11742
20542	11742
21360	25929
20542	25929
21360	3096
20542	3096
21360	15946
20542	15946
21360	18188
20542	18188
21360	10704
20542	10704
21360	6211
20542	6211
997	7674
23248	7674
997	10082
23248	10082
997	23897
23248	23897
997	19974
23248	19974
997	17898
23248	17898
997	29634
23248	29634
997	6259
23248	6259
997	20079
23248	20079
997	16345
23248	16345
997	5639
23248	5639
1358	997
28521	997
4270	997
1358	23248
28521	23248
4270	23248
997	20619
23248	20619
997	7822
23248	7822
997	3621
23248	3621
20182	997
28727	997
10274	997
8116	997
26218	997
20182	23248
28727	23248
10274	23248
8116	23248
26218	23248
4449	21774
23095	21774
4449	16716
23095	16716
4449	24659
23095	24659
4449	19721
23095	19721
4449	28588
23095	28588
4449	12015
23095	12015
4449	13991
23095	13991
4449	17521
23095	17521
4449	22333
23095	22333
29650	17947
7671	14178
4349	14178
148	14178
18831	4792
20793	4792
18831	11164
20793	11164
18831	28181
20793	28181
18831	7216
20793	7216
18831	9330
20793	9330
18831	23311
20793	23311
18831	15961
20793	15961
4792	10621
11164	10621
28181	10621
7216	10621
9330	10621
23311	10621
15961	10621
11489	4792
29559	4792
11489	11164
29559	11164
11489	28181
29559	28181
11489	7216
29559	7216
11489	9330
29559	9330
11489	23311
29559	23311
11489	15961
29559	15961
4792	8295
11164	8295
28181	8295
7216	8295
9330	8295
23311	8295
15961	8295
4792	18651
11164	18651
28181	18651
7216	18651
9330	18651
23311	18651
15961	18651
4792	9017
11164	9017
28181	9017
7216	9017
9330	9017
23311	9017
15961	9017
4792	912
11164	912
28181	912
7216	912
9330	912
23311	912
15961	912
4792	19492
11164	19492
28181	19492
7216	19492
9330	19492
23311	19492
15961	19492
4792	24258
11164	24258
28181	24258
7216	24258
9330	24258
23311	24258
15961	24258
4792	18657
11164	18657
28181	18657
7216	18657
9330	18657
23311	18657
15961	18657
4792	26107
11164	26107
28181	26107
7216	26107
9330	26107
23311	26107
15961	26107
4792	23132
11164	23132
28181	23132
7216	23132
9330	23132
23311	23132
15961	23132
4792	12939
11164	12939
28181	12939
7216	12939
9330	12939
23311	12939
15961	12939
4792	28830
11164	28830
28181	28830
7216	28830
9330	28830
23311	28830
15961	28830
4792	27062
11164	27062
28181	27062
7216	27062
9330	27062
23311	27062
15961	27062
2883	22404
10817	22404
2883	10876
10817	10876
2883	25735
10817	25735
2883	72
10817	72
2883	14335
10817	14335
2883	14882
10817	14882
11196	2883
21807	2883
11196	10817
21807	10817
2883	101
10817	101
2883	18339
10817	18339
2883	17928
10817	17928
2883	16829
10817	16829
27678	2883
14212	2883
2611	2883
3999	2883
27678	10817
14212	10817
2611	10817
3999	10817
2883	16154
10817	16154
2883	8182
10817	8182
2883	11742
10817	11742
2883	25929
10817	25929
2883	3096
10817	3096
2883	15946
10817	15946
8226	28014
15246	28014
8226	26280
8226	4844
15246	26280
15246	4844
6888	28014
6888	26280
6888	4844
13168	12680
9132	12680
13384	12680
21216	12680
7448	12680
24901	12680
12680	6464
12680	10771
28736	12680
27478	12680
12494	9563
12494	22778
12494	7432
12494	23912
12494	9677
101	9563
14882	9563
18339	9563
17928	9563
16829	9563
101	22778
14882	22778
18339	22778
17928	22778
16829	22778
101	7432
14882	7432
18339	7432
17928	7432
16829	7432
101	23912
14882	23912
18339	23912
17928	23912
16829	23912
101	9677
14882	9677
18339	9677
17928	9677
16829	9677
12102	9563
8537	9563
15755	9563
16117	9563
9393	9563
12102	22778
8537	22778
15755	22778
16117	22778
9393	22778
12102	7432
8537	7432
15755	7432
16117	7432
9393	7432
12102	23912
8537	23912
15755	23912
16117	23912
9393	23912
12102	9677
8537	9677
15755	9677
16117	9677
9393	9677
27678	9563
14212	9563
2611	9563
3999	9563
27678	22778
14212	22778
2611	22778
3999	22778
27678	7432
14212	7432
2611	7432
3999	7432
27678	23912
14212	23912
2611	23912
3999	23912
27678	9677
14212	9677
2611	9677
3999	9677
9572	9563
17308	9563
9488	9563
14849	9563
9572	22778
17308	22778
9488	22778
14849	22778
9572	7432
17308	7432
9488	7432
14849	7432
9572	23912
17308	23912
9488	23912
14849	23912
9572	9677
17308	9677
9488	9677
14849	9677
22428	6003
23342	7290
10057	20021
23348	20021
11141	20021
10119	20021
19159	20021
13885	15030
13885	21712
28245	18831
19945	18831
9995	18831
18342	18831
28245	20793
19945	20793
9995	20793
